Delta;Theta;Alpha_low;Alpha_high;Beta_low;Beta_high;Gamma_low;Gamma_high;Attention;Meditation;BlinkStrength;Flag
717284;91064;44080;13405;24479;17053;6747;2057;58;54;51;1
302403;59407;10452;20511;21393;11239;6261;3477;46;70;7;1
306581;91054;15438;7834;12235;4454;4183;1345;23;42;10;1
109337;51348;18363;10236;8226;9393;4217;3020;72;61;-1;1
155575;18148;10277;13355;5317;7664;3474;2234;58;83;-1;1
225879;57261;11947;11102;8113;6332;2913;1718;61;45;7;1
88220;29811;6025;7216;6543;6292;9171;3018;60;64;-1;0
33382;10975;5063;4772;3193;3286;3925;2184;75;69;7;1
116881;32510;5766;8604;8626;5485;5992;2179;53;54;-1;1
159063;49913;19586;35860;10000;16761;16379;5152;80;79;30;1
245805;77216;13620;10609;13696;14201;13903;5632;61;32;-1;0
448782;74073;12474;12610;13895;12006;18020;4635;58;55;8;0
1485603;197501;24102;27096;30462;24158;8141;4313;47;51;-1;1
53894;43859;5167;7787;6159;5059;4475;1592;50;86;-1;1
697723;86776;18352;11437;9195;7231;7638;2579;72;31;9;0
20187;11013;5068;8225;3766;3881;2745;1306;65;71;8;1
148828;58066;7680;16404;5818;6033;4852;1505;63;31;26;1
397709;32770;20402;12977;7109;6458;1714;1061;59;56;15;1
201747;66179;24633;18160;9351;5503;5563;1642;30;73;-1;0
41677;18340;2525;3645;2014;1809;1555;585;45;59;11;1
998042;76818;18134;14435;18526;16517;7090;1957;49;60;52;1
911640;115316;25029;9070;12417;10713;6728;3811;39;54;-1;1
280459;34279;11449;11165;9407;9481;7175;1204;65;87;-1;0
589094;19107;14963;2574;5351;2127;1091;461;9;41;36;1
287518;45283;15043;23851;12020;8174;7109;3292;34;63;-1;0
127940;13829;14454;20464;6095;4375;4643;1839;53;88;-1;1
33184;48353;19796;6500;15346;11701;10372;6473;79;57;-1;0
136602;90488;11909;10970;11913;6565;7628;3443;36;57;-1;1
152947;24768;4488;4460;8975;6441;6597;2192;68;41;-1;1
33561;13297;3190;5498;5743;6380;2730;1452;60;47;-1;1
31671;21230;14000;6244;7084;4407;1922;1606;54;44;8;1
132740;79363;14216;7759;7775;8631;4186;2580;33;3;-1;0
143671;30490;12689;10641;7067;5045;3579;2026;56;53;38;0
459659;68791;35638;47134;19112;11210;4411;2206;45;37;29;1
263208;36644;4340;5768;9497;8979;6867;3112;61;42;-1;1
213256;29373;11340;12811;8268;4593;8677;3893;34;83;15;0
195159;35840;10156;10564;4578;6115;4411;2807;60;71;-1;1
107037;31262;8756;4564;3678;3010;4160;1210;33;74;-1;1
11559;20458;5702;8429;4223;4355;1861;1292;55;86;-1;1
770003;106332;9689;5196;6901;5401;2308;1250;31;50;22;1
725094;49275;22822;22392;18570;15133;3854;1840;52;84;45;1
930486;82756;13164;21069;15468;19515;9162;2491;40;42;21;1
119157;58258;4002;9077;6840;6842;3238;1936;65;60;-1;1
775241;69378;12001;8828;15300;6371;1973;1618;42;22;29;1
139515;32876;12231;7904;11792;6031;6431;2038;76;68;-1;0
114637;20616;5989;6170;7455;5543;2754;1389;62;66;-1;1
48282;8326;11682;8565;6633;2761;2207;869;47;80;7;1
45455;24509;9891;6918;7760;5200;4744;1493;58;49;-1;1
375888;117475;13834;5426;4737;3262;2463;1364;27;33;-1;0
101617;30140;3863;4545;1714;3335;2106;1382;33;40;19;0
29986;19005;13823;3617;5422;6909;10650;4032;79;85;14;0
247016;47335;10164;13038;4350;11564;16412;6323;47;62;-1;0
59247;21690;9062;9959;4379;3292;1419;815;31;74;14;0
168497;39520;7029;9440;6940;5360;2615;2158;36;64;-1;0
146901;51185;4661;6553;7228;6469;2797;1937;49;23;-1;1
17918;17091;13017;8777;7570;6097;2739;2667;67;52;-1;1
373643;125505;8524;20297;10226;8448;3671;1602;38;49;-1;1
108324;25952;7416;10019;4047;3051;2011;1038;45;63;19;1
610856;108996;12851;15248;19175;7323;8262;3044;40;79;12;1
16981;22724;3098;8327;4787;4315;1513;843;41;42;6;1
500101;58927;17376;23317;18584;10096;4122;2619;36;29;-1;0
195256;91392;24482;21887;7108;5659;4380;2152;27;63;-1;0
478462;119673;33269;13654;14792;14890;16609;11246;53;54;35;1
502346;68607;19208;8102;12945;8764;5204;1291;35;53;21;1
173269;58643;8764;10137;7562;5962;4188;4869;32;43;16;0
84283;21636;6528;4311;2329;2259;1695;576;46;56;25;1
360002;37120;8359;5229;5418;4322;1365;1180;49;41;36;0
48813;27433;4635;2778;5397;5023;3698;1471;62;53;-1;1
369255;49964;10749;8086;10310;5617;3906;3530;31;28;5;1
412764;53843;7414;8954;5384;3817;2775;1998;29;73;35;1
20532;25909;6449;8077;6462;4169;1258;1687;52;51;14;1
838418;92573;12056;15107;12584;11210;11209;3963;53;14;9;0
833765;80473;16088;12302;17527;9185;4394;1484;50;47;11;1
45072;20882;8595;9189;5442;3977;3004;1093;58;77;17;1
261262;36742;28736;7349;13381;8272;9632;5709;58;68;-1;0
91951;32218;7020;4161;3628;4153;2510;1160;42;51;-1;1
464190;57009;19888;10149;9754;7315;9278;6232;46;62;28;1
156527;13327;4199;15582;5372;5008;3643;1119;65;74;-1;1
123499;37954;9340;8626;10502;5089;3356;2555;63;40;7;1
1127683;299185;153448;55293;64631;38672;43772;21821;67;70;45;1
792676;137699;43042;32183;17652;17800;6646;3423;43;72;29;1
714774;116993;32561;30159;35217;11242;6515;3880;36;50;-1;1
507847;127515;37019;24042;13682;10059;5756;3001;39;77;-1;1
51344;16823;9459;6450;3693;3686;1727;1068;80;58;10;1
85175;22671;7597;6293;2548;2808;1680;765;58;51;26;1
38507;16171;15403;20080;6443;10012;3491;1967;75;95;-1;1
189311;48985;17141;18973;7542;8246;8171;4823;61;76;21;0
615737;158846;16986;14509;8858;6867;6238;3483;25;48;24;1
112058;58942;11318;9384;7213;4666;2779;1605;66;72;8;1
575458;66166;8647;6210;7606;6256;2888;2256;51;43;13;0
314978;29265;8386;9966;11512;9795;4730;1988;59;45;-1;1
878520;77776;50462;38836;21661;19223;7717;4773;27;48;23;1
648275;70107;20791;46024;22014;12610;13905;6109;54;78;9;1
318228;62661;19364;13010;8536;7372;3475;1920;28;72;29;1
873230;125570;40462;28813;18335;12924;8837;4198;29;43;8;1
210065;77121;6897;13890;15739;10228;10131;2145;48;21;-1;1
262629;40030;6544;8842;4693;4093;2015;3413;60;60;7;1
153731;50338;16683;8155;8372;8774;10079;2786;61;66;24;1
278049;64283;11579;6977;8299;6819;3350;1988;53;31;7;1
140881;23451;5447;5810;2007;3388;2590;1677;54;60;22;1
44804;37363;16414;8789;13027;9818;5843;3978;73;96;-1;1
21206;7746;1719;1621;2316;2883;1627;930;88;34;7;1
127521;32377;9565;6959;6579;8203;5971;4640;85;75;-1;0
131444;18575;10599;7024;4736;3535;1119;589;61;86;10;0
1735554;246534;50299;50245;29102;19232;6608;7623;35;63;21;1
1210873;226687;64283;39725;21327;19580;23449;8005;28;61;40;1
117113;27190;10871;9195;7128;9219;16490;5181;43;67;-1;0
287119;105165;11703;33082;8759;8358;5938;3455;48;63;16;0
285324;47495;15187;9768;16036;5525;4873;1742;54;56;-1;1
264777;21467;9951;4533;4340;4448;1868;1476;40;63;16;1
31980;35341;9364;16046;14179;9158;10914;5210;54;68;-1;0
569699;50649;15068;19560;7589;6013;3799;1893;61;60;24;0
840985;244635;143385;65868;48607;24960;29997;14610;47;72;16;1
91263;40220;9413;13129;6902;2577;2299;793;30;64;6;0
76792;11404;2557;5501;2784;5568;3441;2114;56;52;-1;1
22935;9542;6299;5495;4604;4011;2501;1714;72;76;24;1
113147;27561;3801;3331;4429;3287;2418;1629;52;37;12;0
428621;23937;8452;6107;4647;6274;3710;3328;37;56;31;1
601904;30715;14077;9913;5723;5400;4523;3250;50;72;-1;1
275185;49731;7800;3188;3058;3055;767;682;58;52;14;1
214057;47445;9163;9735;8345;7665;7772;4922;41;41;-1;1
68864;38189;10154;9215;4121;3864;2583;1521;45;54;19;1
234736;35642;4757;14209;4221;6373;5323;2190;69;68;17;1
891982;108788;39870;9966;12667;6537;6129;2667;26;78;38;1
6920;12506;4853;4503;4486;4123;4771;2791;55;54;-1;1
347579;34414;11678;12031;6710;5803;3384;1230;52;79;33;1
615421;48913;8104;16279;5363;6053;2637;1700;63;35;39;0
99690;24525;7300;17259;5040;6399;1887;1212;83;47;9;1
239240;42980;7250;15391;8248;8065;4905;1894;60;82;26;0
136095;36024;18382;4690;8140;9327;3920;1954;85;96;18;0
585863;108044;14031;16038;9077;6207;4019;2312;54;79;24;1
190985;15584;5256;8272;6314;4849;2083;1137;76;54;24;1
222552;65043;41050;4032;8779;7460;8468;4084;51;71;37;0
133235;34752;18119;11127;6873;7504;6766;4532;55;64;10;1
279917;90984;6604;11516;9483;8028;11912;5733;50;49;22;1
224981;36056;9137;7190;5939;4875;2227;1907;38;61;13;1
526626;91050;31631;18832;18672;10923;5572;1981;37;67;-1;0
15246;21635;4354;6046;6329;3754;2450;1439;48;73;-1;0
50028;51094;9438;12501;13472;4940;4608;2337;49;61;13;0
753860;101396;19649;37777;24082;16044;7083;3093;35;28;23;1
699964;113151;18924;20151;11688;9052;15010;5856;54;55;-1;1
22702;18535;16279;8188;7436;4701;2546;1701;65;65;10;1
345804;39873;13259;14897;10056;9817;1716;626;55;79;45;1
194265;28806;8435;10816;5286;5914;4087;3124;57;74;-1;1
30258;22019;7465;5617;5478;5479;1414;1232;64;38;7;1
26347;16955;3853;7355;8416;4652;2638;2636;43;74;10;0
31355;18479;6770;4859;5775;7377;3233;1307;73;68;-1;1
567848;78220;40865;17307;17087;12753;7741;2321;42;79;-1;0
163268;48236;45433;6537;9953;8122;8865;3497;66;65;9;0
173929;38520;5699;6053;5018;3854;2454;1191;20;46;10;1
38654;31139;12148;3832;5109;5558;4129;1827;41;43;-1;1
404404;147178;19429;16711;15965;7875;5123;4000;35;69;7;1
163414;24681;8741;5732;4087;4471;1950;1238;47;58;22;1
510443;84398;12344;9404;7602;13220;7109;4087;47;50;27;1
30951;15150;7801;10677;5717;3781;1940;1155;62;71;-1;1
500166;39834;23520;13289;5902;5753;4203;2234;62;85;33;0
138118;48563;8261;10150;4507;5525;2105;1228;66;58;17;1
333380;44565;14461;16778;7364;7402;7117;2693;33;74;-1;1
25160;22045;7881;8005;11178;7312;3412;1515;70;48;10;1
485566;84338;13226;15777;6754;10084;3060;1331;27;67;34;1
129712;20157;5749;2882;8569;6392;4125;2170;53;51;-1;1
916702;88715;23275;18916;12022;12770;14813;5949;43;50;17;0
587016;88021;47190;20405;15344;8858;10700;8515;36;67;24;1
606592;36967;21244;4722;6752;3109;1515;703;15;42;36;1
401255;60708;14136;8610;9186;9101;9884;3134;53;65;11;1
156889;105171;22938;8488;11912;9761;2662;1927;16;14;48;0
112727;21607;7140;5608;5026;3186;2793;725;26;51;7;0
56770;23144;9197;3206;5150;2779;3032;2746;54;70;10;0
617484;110275;37721;43375;16419;11133;5207;3131;30;59;37;1
66284;41507;19253;4280;6879;6157;5250;2362;63;68;-1;0
110527;43144;8361;8610;11597;10307;8432;5479;66;58;-1;0
686290;126420;26400;25269;22739;18031;10610;4054;62;77;13;1
35317;18609;4417;6589;4321;4286;1939;1463;58;60;17;1
595824;129146;6606;18835;27037;19902;7988;3884;66;49;-1;1
257689;37313;22725;26132;7107;8715;4686;1953;21;58;15;1
30859;24787;11612;12144;7577;6535;6274;2940;62;82;-1;1
30877;10124;6131;3121;3051;4245;3001;1316;54;78;-1;1
819977;68371;26887;34059;17917;12473;7669;3075;43;59;21;1
4584;8393;1438;3865;3698;3842;1129;1891;91;38;-1;1
31578;10547;5649;8570;5693;3541;2357;1125;63;76;5;1
455469;78544;22691;15622;14039;15848;14703;4999;43;62;-1;1
100103;18356;9595;9327;7755;6332;8094;3390;75;60;-1;1
180534;60300;23740;3915;11585;7575;6218;2718;60;69;14;1
137459;51637;16726;12148;4721;6919;2562;1607;59;52;7;1
92198;15198;10068;7951;4616;3265;4440;2160;57;71;6;1
27932;14720;9673;5846;3677;5877;2894;1386;71;72;-1;0
30345;22336;8395;12442;9308;3896;1842;1411;48;46;7;1
83738;65469;11100;5357;5186;7089;5726;2811;35;36;-1;0
122735;29502;5548;7083;4899;4443;6230;1831;52;29;18;0
861352;83883;25524;14763;13800;8796;7067;10961;50;56;18;1
397229;159438;21218;16987;8835;9609;3459;2019;42;31;12;1
122402;36206;9051;13725;9456;10292;4752;2785;76;65;31;1
77341;23704;8515;9806;5606;6789;4762;3612;57;65;10;1
79843;18656;13895;7118;6562;3141;1875;1490;40;58;6;0
54695;39113;4742;7995;6164;3616;2266;1150;57;27;20;0
11636;36613;6840;10797;10561;7289;2576;3202;71;36;-1;1
170274;34274;5369;3968;4482;7149;2660;1358;65;48;16;0
1422178;367189;77784;34439;38620;28950;26985;11799;47;45;37;1
7470;12011;5687;13107;13110;5587;2956;2226;77;58;-1;1
596760;152999;22363;23700;18264;9519;6182;3484;34;43;37;1
69558;23990;3627;5384;8484;7842;5244;2511;60;57;14;0
182276;81391;11466;7607;5508;5593;2703;3354;39;15;15;1
154175;21295;4640;12824;8337;10481;4063;2030;89;50;-1;0
39961;51228;14041;10092;9153;9496;5583;1981;64;42;-1;0
316080;71098;5840;19544;7388;5152;3189;1841;21;66;-1;0
81493;43073;13967;3854;6971;4713;2664;2094;40;48;16;0
299858;36240;7535;9569;9635;11321;7356;4289;72;48;-1;0
367997;62723;17201;11695;6652;4250;4342;1344;40;73;-1;0
92779;28305;7015;9911;8424;5623;3335;1675;53;81;-1;0
486432;53809;20980;19492;11068;6858;3578;1717;31;63;17;1
168022;51194;11058;15886;7829;8970;6508;3954;59;61;-1;0
728707;92932;35058;24790;10447;13405;12035;5581;32;36;-1;1
305295;45714;15880;32126;6197;6782;4409;2419;35;88;9;1
768729;128760;30053;22046;11189;10006;7169;2380;24;61;34;0
15589;10933;6215;7187;7181;5105;2743;2607;65;81;-1;0
588218;135634;114525;41906;61119;64576;20703;14413;40;77;77;1
179180;50551;15997;20450;10299;10143;9890;6083;59;74;21;0
107372;22802;3614;8930;5872;4028;2175;1150;65;46;25;1
101790;12818;11251;6242;5188;2157;2290;1082;39;85;7;0
72510;22500;6731;8476;6524;6098;5508;2611;85;60;-1;0
660677;83189;11704;12100;7646;11712;8109;2815;40;54;-1;1
106100;36641;6093;6421;6003;4934;4400;1712;50;51;-1;1
337504;43552;11668;7188;12081;6641;7255;2999;92;62;68;0
13712;12956;6694;10080;10411;9009;6077;3237;91;80;-1;0
21399;13861;11134;4581;5164;4902;2013;1353;70;53;10;1
107270;15484;7501;13437;13951;11031;7543;4150;91;69;-1;0
1118978;101918;40280;11545;45634;13294;1926;1155;40;62;7;1
134048;29501;14171;9181;8944;16472;8401;4197;80;51;16;0
25631;7748;3828;7784;4247;1441;1244;568;44;76;-1;0
266146;60709;12040;18824;21091;10592;6063;3299;45;73;7;1
63436;20768;3609;2979;2405;1627;1025;480;46;51;28;1
206477;25315;9641;6244;2294;7339;5962;2322;62;43;-1;0
20808;19338;3470;5179;4026;4526;1755;1696;56;55;-1;1
28329;30025;3060;6864;4686;4513;6659;1894;84;51;-1;1
187629;49332;16191;14028;8183;8075;10574;5293;66;77;21;0
613067;103759;40948;28293;16063;9460;3908;1426;24;67;30;0
316268;41720;4672;6301;6529;5085;4263;1316;38;47;-1;1
268065;76237;4487;11003;3865;2728;1556;1016;26;58;-1;1
313466;22456;2514;2099;2518;2488;1619;931;53;44;14;0
114762;17740;5379;13201;12634;5984;3437;2327;77;56;-1;1
81395;15292;7092;3985;5191;3525;2151;1723;62;58;32;1
104217;54886;21836;15515;7352;9346;7821;3657;13;18;-1;0
201160;16104;13730;7065;7600;6793;6080;3961;51;95;-1;0
139244;41861;10453;7841;3974;3843;3733;1688;40;52;16;1
45770;34754;9502;6906;5508;9885;7083;2763;74;64;-1;0
151717;21001;8394;20303;8376;6687;2706;1284;64;61;11;1
970552;112975;23030;20820;24690;29881;16130;7482;55;45;43;1
339767;30443;14903;11652;10029;6609;4299;2871;62;55;21;1
167382;38705;12941;5912;4005;7476;4732;2111;63;54;25;0
192771;31657;10332;7767;7211;6259;2602;1187;59;43;28;1
57082;20606;7985;8242;2586;2408;2764;1232;39;67;9;0
445016;86211;47481;25647;25275;10543;15946;5609;37;71;38;1
46838;16545;6550;5924;3988;3927;1158;1090;57;79;-1;1
195057;27263;6998;13826;7651;6663;2964;1952;64;59;9;1
764455;111271;23734;25803;21552;15985;14723;5133;29;63;22;1
663296;40489;22924;12496;8295;10079;5378;2102;49;88;5;1
37271;16810;4066;6417;2679;2129;979;352;49;59;-1;0
43640;38912;14940;7238;7453;10030;6268;2518;81;48;-1;0
595877;92188;25446;9745;15377;8384;3595;1574;45;46;18;1
207972;27888;9903;3871;10753;4315;1768;1101;73;73;8;0
752748;139266;20779;30954;17546;21365;27805;3539;71;59;7;0
411736;25446;10627;4945;4931;5287;4332;1760;52;67;17;0
67422;206084;11403;13766;14251;10772;4629;1661;54;76;18;1
782862;119415;16263;21513;17889;16362;3904;1174;39;41;-1;0
28026;27128;8280;8593;5494;6031;3337;1334;62;57;16;1
58414;41711;5176;6300;2484;4914;1879;797;48;26;13;1
1415424;367574;79518;36512;38700;30280;27224;12063;52;48;37;1
205522;46243;13385;11017;10616;4627;4025;1220;37;74;18;0
920730;74743;18754;17656;8888;8060;3555;1747;58;69;27;1
152786;52891;13945;11192;7129;4400;4614;4089;64;72;18;1
31031;20178;9180;12313;9147;5221;1720;1156;50;50;7;1
1003542;74069;31819;43840;86620;31868;8350;12138;38;30;-1;0
44633;21324;4315;7842;1682;1423;1270;545;29;57;7;0
173720;42841;2901;4160;4736;3536;1745;551;50;47;-1;0
33341;15399;9127;8216;2917;2407;1030;513;25;66;-1;0
37520;29868;7000;17893;6083;7992;4533;2490;85;78;-1;0
21923;36214;5356;9521;10287;5069;2299;2087;67;35;-1;1
252866;78187;40377;12816;11706;5630;7692;3282;25;64;-1;1
270118;19542;11628;12161;7054;5719;3104;2013;62;87;10;1
641434;66207;12608;8682;8339;6608;1389;888;74;61;-1;0
185738;34560;10739;6063;7107;4181;6510;1601;30;66;-1;1
159128;42517;10265;9102;15565;3998;3433;2482;44;66;7;1
756146;260732;73382;69587;47148;23504;26305;15347;30;57;20;1
386254;210744;30245;55224;26476;14328;13307;4966;45;71;6;0
398544;39578;11754;7511;6785;4816;2836;2676;56;61;7;1
177931;9905;6159;9616;6060;6705;2635;1402;62;85;-1;0
6353;7493;6264;4304;4354;4496;2122;1950;87;76;-1;0
316149;38805;16042;13669;9162;11494;7492;3525;85;63;-1;0
258719;53712;6871;10581;8085;8296;5230;1309;58;52;31;1
137485;36350;12256;12718;8822;4932;3689;1983;53;72;11;1
165645;44473;15763;10676;11956;9541;16932;8295;61;69;-1;0
424398;56116;18924;12980;19084;10939;7742;2970;74;77;10;1
38501;17441;6688;6909;4381;2706;2025;1426;68;46;10;0
69612;34560;10349;9041;4851;7264;5326;2433;65;73;13;0
599912;71815;19638;6396;8600;8162;10739;3404;50;48;24;0
842229;111863;27027;10853;9494;6126;4054;2271;36;64;44;1
132896;27859;3418;13270;6025;9457;2498;1206;79;39;9;1
46639;15134;7988;5286;2962;2832;1970;647;43;63;5;0
23144;9165;5084;8293;2582;4090;3096;1389;61;81;-1;1
94981;24631;8602;14941;7063;7818;5959;2350;60;70;24;0
36075;20718;14397;5362;6670;3389;2382;719;54;72;40;1
44323;24936;8546;8242;10716;4096;2398;1559;55;49;-1;1
660183;107238;71617;18743;19032;17890;15280;5648;41;64;25;1
394303;187612;19062;7763;12957;7363;5349;2264;18;35;-1;1
132933;106050;21485;17747;15351;12359;6720;6324;8;10;-1;0
36198;13757;9213;8546;3506;2405;1237;468;27;76;-1;0
308804;39108;17117;11877;9426;6424;8596;1296;58;71;21;1
126452;90030;15373;13508;13465;5785;5319;2096;20;51;13;0
352687;194398;37486;44414;29298;20497;14323;10069;47;54;8;1
474738;97386;6614;13277;16157;10196;11007;2183;49;27;15;1
49927;32660;7169;9407;10957;6031;2648;1642;82;43;18;1
41127;16416;9031;5756;3126;3185;2157;875;46;71;5;0
39306;14776;7734;9335;7859;4548;1973;1910;64;50;9;1
94202;17692;7025;3652;7332;5246;2206;1789;69;51;15;1
1185638;100092;51422;27650;16770;25316;12779;3447;57;55;63;1
341223;35508;10037;28895;4281;5405;3363;2198;36;88;24;1
42776;42084;9299;14191;10327;9512;4077;2413;61;48;-1;1
446679;145618;27537;33243;18576;7964;3283;2142;40;78;7;1
103906;12153;3678;3102;2812;2973;1963;944;62;58;32;1
809558;78995;32563;17053;9749;9076;6280;2274;36;65;-1;1
20692;16936;7392;8532;5884;3763;1816;1199;57;78;6;1
692782;97645;25021;8688;8291;6436;3280;1334;18;63;33;1
229710;66444;23869;12092;12174;11694;10297;7682;53;55;19;1
106711;18853;5319;6860;6488;3517;3068;678;55;55;6;0
151119;74354;8530;8431;8865;5968;7433;2893;55;36;-1;0
20095;11314;1471;5026;1786;1547;776;438;45;63;-1;0
15118;9054;1417;4157;2956;2947;1065;782;64;53;15;0
192716;40507;11451;8119;6799;4158;3650;3706;56;75;36;1
555438;101246;18775;13010;6165;12054;6733;2467;39;67;9;1
1023741;105606;40388;37157;27820;10019;2746;1919;26;74;-1;1
120097;45520;16580;12308;13886;12156;21646;7222;74;72;-1;0
506084;45740;15191;7304;9233;8024;2436;1516;56;53;27;1
321322;96202;29024;13487;8280;4414;1916;1077;15;27;43;0
106221;46360;8789;19717;6798;4040;2818;1071;33;66;-1;0
590456;88922;17998;23480;14312;15177;14851;4081;58;54;30;0
105243;21181;5868;5987;6763;3763;3005;624;55;57;6;0
480580;42427;9757;7086;6436;10795;4508;4063;67;48;-1;0
491890;31600;11122;4968;6113;4363;2471;925;52;47;11;1
537266;112413;24253;16754;21554;9903;5145;3528;43;49;7;1
285736;106443;12213;32952;9291;8661;7391;4291;48;67;16;0
553390;64284;23617;16617;14234;7462;6438;9598;44;65;28;1
649546;118665;29027;16568;14317;9390;12123;1736;32;73;-1;1
163841;34766;8342;8340;4291;5923;5256;2188;60;74;5;1
692554;83882;46810;19322;10910;7558;6464;2644;27;54;15;0
107924;44714;7620;4014;9305;6277;5649;2272;30;53;-1;0
496629;33019;13134;5855;11173;4353;5191;3183;58;72;8;1
224978;33818;21868;25612;25621;5711;3091;2403;59;92;6;1
54070;8913;4974;2927;4792;5041;3751;1765;69;61;9;0
51079;29238;15686;11700;7107;6241;3266;1515;47;65;-1;0
150409;36037;6599;9815;8525;13675;14147;2670;61;62;-1;0
192458;32628;4738;9452;6043;6443;4696;2116;48;57;17;1
283701;63824;14126;8789;9787;12134;10197;6816;63;50;12;0
779918;181752;33313;28232;28837;12982;7141;4051;36;46;-1;1
462586;84408;31615;25205;11916;11027;4889;2505;40;74;-1;1
63172;29710;5419;7224;5966;3023;2313;1411;47;65;22;1
95411;33200;6521;4136;5010;5671;4043;1374;63;35;12;0
49184;14116;6611;7395;3964;5051;3159;835;68;65;17;1
16456;13700;6791;7426;2600;1993;684;356;47;82;-1;0
473042;28148;6032;6155;5105;3847;2512;1090;53;64;38;1
117471;31741;6097;9106;8600;5490;4130;1661;54;56;-1;1
38364;20067;7765;5435;7434;4299;1542;1102;59;47;11;1
26845;16261;7685;11348;6359;4119;2174;1113;56;75;-1;1
34416;15683;9252;7703;2100;1630;1009;461;25;60;-1;0
782040;117041;42976;37925;19886;11920;9611;7720;19;71;6;1
849305;133745;19456;21417;15054;17936;15055;5843;33;56;38;1
19326;10594;8472;3663;2364;3315;1961;891;68;65;-1;1
182265;15921;5309;6875;6114;4487;2221;1232;76;54;16;1
485594;59166;34520;22509;14574;14033;14200;4795;76;63;-1;0
905810;146742;46817;22169;16417;17543;19346;6550;13;70;43;1
1262271;192701;48932;28064;24743;15383;10451;4468;39;74;-1;1
30472;19937;3881;5190;4189;3340;1714;1210;79;66;-1;0
37031;24918;3824;3835;3902;3544;4253;2480;46;49;-1;1
226779;70031;9555;5794;6916;5332;2928;1340;54;51;12;1
54242;15853;8253;4879;8299;3865;5554;5675;57;68;-1;0
18178;19318;9841;10917;6211;6379;4007;1625;65;58;7;1
100898;28662;6278;2435;6239;7020;5995;2458;64;39;-1;0
1159254;199764;56492;34037;26370;10380;13466;5470;18;71;14;1
511416;73870;13146;14305;7894;10240;5640;4019;48;77;10;1
14590;13464;1984;6610;3571;1452;955;561;45;57;-1;0
407826;81918;7723;10362;5103;7225;3281;1812;45;40;7;1
986493;107296;21506;21385;20121;10342;5255;4004;17;56;28;1
584888;43828;5346;6446;5500;3340;1612;562;47;53;-1;0
366041;121128;19363;16820;13016;16170;13694;9888;75;37;-1;0
